station_id,exponential,gaussian,idw,spherical,lon,lat
AL_Fairhope_3_NE,0.14836387895625405,0.12420203966904705,0.14637022242311543,0.13241267249396843,-87.88,30.55
AL_Gadsden_19_N,0.05838025101767433,0.03665194729425225,0.03173645837344606,0.042221138385133375,-85.96,34.29
AL_Selma_13_WNW,0.22944136273192686,0.21937172827886725,0.22000840438142577,0.22507591842098815,-87.24,32.46
AR_Batesville_8_WNW,0.06891132614342856,0.09050837172642377,0.0477967334993098,0.08201746867889237,-91.78,35.82
AZ_Elgin_5_S,0.03243425756452487,0.037544263150652936,0.03513174790434372,0.03521294583143766,-110.51,31.59
AZ_Tucson_11_W,0.05240449445150406,0.059606634863272626,0.05944878867514575,0.057089907762299705,-111.17,32.24
AZ_Williams_35_NNW,0.04562945623626578,0.04784590439374998,0.040172503078790764,0.04588362827526417,-112.34,35.76
AZ_Yuma_27_ENE,0.03888779730053979,0.03165172316215234,0.048553803216412915,0.03496961856310393,-114.19,32.84
CA_Bodega_6_WSW,0.07023743838868692,0.06925688433757184,0.0600120164803372,0.06986766909923736,-123.07,38.32
CA_Fallbrook_5_NE,0.10047556214082737,0.10406506423361088,0.08459206776893478,0.10314497779438819,-117.19,33.44
CA_Merced_23_WSW,0.03970990397077681,0.03530041805978721,0.038526593918308406,0.03645520799506219,-120.88,37.24
CA_Redding_12_WNW,0.0554411739845993,0.056643610546792095,0.059325620217972067,0.05527700545091768,-122.61,40.65
CA_Santa_Barbara_11_W,0.048346742035630545,0.04769344211490443,0.051418603904946444,0.04897293147241009,-119.88,34.41
CA_Stovepipe_Wells_1_SW,0.10230397382464035,0.11238379188841152,0.1064962397218604,0.10667649197689981,-117.14,36.6
CA_Yosemite_Village_12_W,0.048701253579811976,0.04838219604273604,0.0482286435031495,0.04661442658243731,-119.82,37.76
CO_Boulder_14_W,0.06025570886034489,0.060704008692645445,0.05130361779178966,0.05701086784754387,-105.54,40.04
CO_Cortez_8_SE,0.03869130279568157,0.03877442350602509,0.0392672137746693,0.035547682621259694,-108.5,37.26
CO_Dinosaur_2_E,0.08819295013026661,0.09465426820513313,0.0887947314799606,0.09295298180646047,-108.97,40.24
CO_La_Junta_17_WSW,0.043960122668891176,0.03817713950567075,0.041770387377736744,0.04004842649676029,-103.82,37.86
CO_Montrose_11_ENE,0.028137184546365483,0.036454075447798134,0.028034496279992365,0.03478488315648989,-107.69,38.54
CO_Nunn_7_NNE,0.1158498427706749,0.131024842785882,0.11554524458978864,0.12456985057444599,-104.76,40.81
FL_Everglades_City_5_NE,0.06610830572414621,0.05878840844298743,0.06764379777786889,0.06293519616428012,-81.32,25.9
FL_Sebring_23_SSE,0.11095429976223774,0.0998591972810245,0.12860739256787032,0.10522318785564415,-81.37,27.15
FL_Titusville_7_E,0.1872317292624305,0.16980751547656453,0.15542079685868573,0.17914745125679057,-80.69,28.62
GA_Brunswick_23_S,0.11364857343120958,0.11514014690131535,0.13518171568270537,0.11286653171090844,-81.46,30.81
GA_Newton_11_SW,0.05243639437696927,0.0789931601320496,0.07181507650805602,0.06456968037883805,-84.45,31.19
GA_Newton_8_W,0.04843528748198404,0.07942107049608638,0.06138658765032338,0.06411414349320049,-84.47,31.31
GA_Watkinsville_5_SSE,0.10219609456177597,0.1165449254980657,0.11565837807691833,0.11003843485447683,-83.39,33.78
IA_Des_Moines_17_E,0.05780432369857485,0.054614569833588804,0.06781133672811954,0.05622104185443815,-93.29,41.56
