station_id,exponential,gaussian,idw,spherical,lon,lat
NE_Lincoln_11_SW,3.0593654146203875,47.768839908843844,2.3739214680471057,2.6650373343729865,-96.85,40.7
NE_Lincoln_8_ENE,6.106099118100116,6.093533615896249,4.026556964113784,4.316709228439294,-96.57,40.85
NE_Whitman_5_ENE,3.8295919842984776,39.06074438358171,3.2044009075335516,4.226413446974839,-101.44,42.07
NH_Durham_2_N,3.955776250754163,8.868414185119235,2.914022011099411,4.119850825631306,-70.93,43.17
NH_Durham_2_SSW,2.677319796216816,7.952409934456282,1.9533271073528278,3.1328875700584082,-70.95,43.11
NM_Las_Cruces_20_N,2.6359130601625416,8.503843680001305,1.8515793614030618,2.6359072754561095,-106.74,32.61
NM_Los_Alamos_13_W,4.048568200939771,13.797684306096976,3.5897788064875993,3.9544001818004704,-106.52,35.86
NM_Socorro_20_N,4.496325865224441,5.718000621618634,3.742980661614309,4.501896688737859,-106.89,34.36
NV_Baker_5_W,2.2046460885337678,3.9610304477307716,1.6350782075272794,2.467201734316995,-114.21,39.01
NV_Denio_52_WSW,2.7374674142891444,18.818408299959255,1.6310860373683203,2.6458080998088835,-119.64,41.85
NV_Mercury_3_SSW,2.3242983283929624,3.8069423290090576,1.4002395492902682,2.309874395982835,-116.02,36.62
NY_Ithaca_13_E,5.94059076793698,17.035390361580138,5.862355545589114,6.2102298458214005,-76.25,42.44
NY_Millbrook_3_W,4.703345833207994,82.14072385098952,4.873291643164651,4.662033528443461,-73.74,41.79
OH_Wooster_3_SSE,5.543698346896547,656.3983091970005,5.139280386311626,5.604635228951017,-81.91,40.76
OK_Goodwell_2_E,4.409026410897409,6.135047349612092,3.811624506268473,4.518578287848476,-101.59,36.6
OK_Goodwell_2_SE,4.667485177194466,7.253164631949957,4.431869951958593,4.623387910019449,-101.61,36.57
OK_Stillwater_2_W,3.607706396284678,4.38845965622996,2.887423061620148,3.0885134625131343,-97.09,36.12
OK_Stillwater_5_WNW,2.7260202506081037,2.3687697717419027,2.0682895684339164,2.2424704895501604,-97.11,36.13
ON_Egbert_1_W,16.972423649707643,284.64626373241424,16.960093101897858,16.943914341770405,-79.78,44.23
OR_Coos_Bay_8_SW,8.407932906337825,18.0270794993919,8.157290579931512,8.659560390685003,-124.32,43.27
OR_Corvallis_10_SSW,6.827864312553053,7.454940703977422,5.808128316784956,6.921634714864089,-123.33,44.42
OR_John_Day_35_WNW,2.5931267665525244,3.932042929441416,1.8103884844786577,2.7353609020663048,-119.65,44.56
OR_Riley_10_WSW,2.43263804820752,10.015143373716691,1.347712606938346,2.4062666069741647,-119.69,43.47
PA_Avondale_2_N,8.78942775072954,259.412795401766,9.80149776356904,8.638606869641716,-75.79,39.86
RI_Kingston_1_NW,7.195412941259257,12.218837336774019,7.919595500316129,7.226190963838078,-71.54,41.49
RI_Kingston_1_W,6.737974003784019,11.414004616098392,7.258831348290946,6.881990981387026,-71.54,41.48
SC_Blackville_3_W,4.902263999801784,30.91941452547901,4.18028774327073,5.166973677108141,-81.33,33.36
SC_McClellanville_7_NE,19.89917711727057,213.75729479419618,20.73128060508572,21.446619696689158,-79.36,33.15
SD_Aberdeen_35_WNW,2.920479342112213,3.67298136125315,2.4014340886324885,3.2364444579393825,-99.13,45.71
SD_Buffalo_13_ESE,2.6706925565747976,5.232434105039754,1.7393414990431832,2.8025528617168693,-103.3,45.52
SD_Pierre_24_S,8.562073643595774,13.658282335959964,8.413019894635974,8.57127593519525,-100.35,44.02
SD_Sioux_Falls_14_NNE,4.99022923710129,14.211577572955141,4.806352413794913,4.692533437214324,-96.62,43.73
TN_Crossville_7_NW,6.011391610834664,54.082441112304046,5.440748350656174,5.301205699602799,-85.13,36.01
TX_Austin_33_NW,6.32313806669743,16.373266408440312,5.796518583297226,6.342260848683952,-98.08,30.62
TX_Bronte_11_NNE,2.5624318541473254,88.27200334147474,2.3654852688297967,2.646806304474913,-100.25,32.04
TX_Edinburg_17_NNE,7.330805303262732,9.581453298970725,7.682220604607708,7.3755107196400935,-98.06,26.53
TX_Monahans_6_ENE,3.380407194978063,7.30002244040087,3.0420680193232417,3.422765479241392,-102.81,31.62
TX_Muleshoe_19_S,3.222378039648392,10.53076499041497,2.943019055771497,3.3436239790890667,-102.77,33.96
TX_Palestine_6_WNW,18.227110947543004,30.99408403679302,17.74688285874311,18.183991744562267,-95.72,31.78
TX_Panther_Junction_2_N,3.0534585883893794,23.098573641621282,2.4776767285916796,3.0914146601869548,-103.21,29.35
TX_Port_Aransas_32_NNE,3.1871772848239734,629.4281483287723,3.630166163571446,3.572153498881301,-96.82,28.3
UT_Brigham_City_28_WNW,3.034510910307779,3.7382872435973407,1.47738942824615,2.6258442686004146,-112.54,41.62
UT_Torrey_7_E,2.789586775130528,8.131677280299924,1.3947614664081665,2.4480164420642363,-111.29,38.3
VA_Cape_Charles_5_ENE,8.273090951924974,88.31297107179509,6.296195852291034,7.571166334810105,-75.93,37.29
VA_Charlottesville_2_SSE,10.36537040280518,25.366585573526525,9.586924576381978,10.134243030159476,-78.47,38.0
WA_Darrington_21_NNE,7.646952264562602,9.103238814321099,6.608280894991837,7.761167519631485,-121.45,48.54
WA_Quinault_4_NE,22.11958990933719,23.77178913301023,23.236403645361502,22.765785355839157,-123.81,47.51
WA_Spokane_17_SSW,4.582745607837688,6.330368480915019,3.1970274379462804,4.156756377002814,-117.53,47.42
WI_Necedah_5_WNW,2.7324233730133987,298.81312358381973,2.671389660564559,2.4419593963940294,-90.17,44.06
WV_Elkins_21_ENE,5.779520089726895,86.37206986841849,5.545808318686198,5.151793234085118,-79.47,39.01
WY_Lander_11_SSE,2.889198502226364,3.641005276218896,1.7911597732776905,2.630030301171638,-108.67,42.68
WY_Moose_1_NNE,4.549093292712181,5.1633476875756195,3.8134526962004447,4.230571280008074,-110.71,43.66
WY_Sundance_8_NNW,3.5860707020469427,10.180148487086422,3.4127495647719237,3.419681835513085,-104.44,44.52
